,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
61962,1V2FMPE84P,KING,SAMMAMISH,WA,98074,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,228175482,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225.00,47.60326,-122.02054
62008,1G1RE6E4XD,SPOKANE,SPOKANE,WA,99202,2013,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,3,244216619,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063002900.00,47.65548,-117.37970
62105,5YJXCBE22M,KING,SAMMAMISH,WA,98075,2021,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,141229021,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.00,47.61344,-122.03539
62118,WB533CF01R,KING,LAKE FOREST PARK,WA,98155,2024,BMW,IX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,277309077,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500.00,47.75781,-122.31750
62135,WBY1Z2C5XE,SNOHOMISH,BOTHELL,WA,98012,2014,BMW,I3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,44,130580908,PUGET SOUND ENERGY INC,53061052010.00,47.83448,-122.21061
62142,WA122BFZ1P,CLARK,RIDGEFIELD,WA,98642,2023,AUDI,Q4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,252629149,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403.00,45.81539,-122.74595
62151,5YJYGAEDXM,KING,SEATTLE,WA,98134,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,11,275001604,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.00,47.58616,-122.32741
62166,WVGTMPE22N,JEFFERSON,PORT TOWNSEND,WA,98368,2022,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,24,213405916,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603.00,48.12120,-122.77263
62167,4W5XHPRL3R,KING,MAPLE VALLEY,WA,98038,2024,ACURA,ZDX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,5,272296412,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032010.00,47.39394,-122.04526
62183,5YJSA1E49H,CLARK,CAMAS,WA,98607,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,18,348832928,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328.00,45.58694,-122.40199
62185,5YJXCDE43H,GRAYS HARBOR,OCEAN SHORES,WA,98569,2017,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,24,109638588,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000201.00,47.01156,-124.16408
62205,JTJAAAAB7S,KING,SAMMAMISH,WA,98074,2025,LEXUS,RZ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,278977688,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316.00,47.60326,-122.02054
62212,3FA6P0PU3D,KING,SAMMAMISH,WA,98074,2013,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,45,252132261,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317.00,47.60326,-122.02054
62215,KMUKCDSC0R,SNOHOMISH,EDMONDS,WA,98020,2024,GENESIS,GV60,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,21,276126504,PUGET SOUND ENERGY INC,53061050402.00,47.81116,-122.37689
62222,3FMTK4SX7M,KING,ISSAQUAH,WA,98029,2021,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,5,180918069,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.00,47.54748,-122.00292
62269,5LMTJ5DZ5M,KING,MAPLE VALLEY,WA,98038,2021,LINCOLN,CORSAIR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,28,0,5,180620282,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011.00,47.39394,-122.04526
62299,5YJSA4H25F,CLARK,RIDGEFIELD,WA,98642,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,18,230089506,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040304.00,45.81539,-122.74595
62303,1V2WSPE84S,SNOHOMISH,EDMONDS,WA,98026,2025,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,21,280272233,PUGET SOUND ENERGY INC,53061050200.00,47.87166,-122.31768
62306,WA1F2AFY3P,KITSAP,KINGSTON,WA,98346,2023,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,23,230473372,PUGET SOUND ENERGY INC,53035090102.00,47.79802,-122.49770
62319,1G1FW6S0XM,KING,NORMANDY PARK,WA,98198,2021,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,264500169,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.00,47.40173,-122.32190
62337,7FCTGCAA5S,KING,NORMANDY PARK,WA,98166,2025,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,278343397,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.00,47.46593,-122.34134
62360,WP0AA2Y11S,KING,SAMMAMISH,WA,98029,2025,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,5,272888444,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032222.00,47.54748,-122.00292
62366,5YJXCDE41M,CLARK,VANCOUVER,WA,98684,2021,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,224576327,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319.00,45.63701,-122.48723
62375,1G1RA6S59G,SPOKANE,SPOKANE,WA,99218,2016,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,6,335771852,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010901.00,47.74580,-117.41180
62434,1C4RJXN68S,KING,SEATAC,WA,98148,2025,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,33,278591834,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.00,47.46233,-122.32863
62436,1N4BZ1DV1M,KING,SHORELINE,WA,98133,2021,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,251275321,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.00,47.71871,-122.35029
62437,7FCEHEB71P,KING,KENT,WA,98032,2023,RIVIAN,EDV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,252329619,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206.00,47.38070,-122.23741
62482,WBA8E1C39H,KING,SEATTLE,WA,98109,2017,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,44100,36,155138448,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.00,47.63824,-122.35022
62493,WA12AAGE4N,KING,ISSAQUAH,WA,98029,2022,AUDI,E-TRON SPORTBACK,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,202172239,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219.00,47.54748,-122.00292
62495,5YJSA1S29F,KING,SAMMAMISH,WA,98074,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,45,110024820,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.00,47.60326,-122.02054
62502,7FCEHDB74N,KING,KENT,WA,98032,2022,RIVIAN,EDV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,218050031,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206.00,47.38070,-122.23741
62511,WVGKMPE2XN,KING,RENTON,WA,98056,2022,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,236458064,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.00,47.50006,-122.18050
62588,3FA6P0SU4J,KING,SAMMAMISH,WA,98074,2018,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,45,348595180,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317.00,47.60326,-122.02054
62607,50EA1TEA1P,KING,NORMANDY PARK,WA,98166,2023,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,260074300,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.00,47.46593,-122.34134
62642,WA1VABGE5M,KING,SAMMAMISH,WA,98074,2021,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,45,230821706,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.00,47.60326,-122.02054
62658,5YJSA1H41F,SNOHOMISH,EDMONDS,WA,98020,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21,103671270,PUGET SOUND ENERGY INC,53061050300.00,47.81116,-122.37689
62746,2C4RC1H71L,CLALLAM,PORT ANGELES,WA,98362,2020,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,24,132321444,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),53009001100.00,48.11892,-123.43112
62748,KNDCC3LD1N,KITSAP,BREMERTON,WA,98311,2022,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,23,192883897,PUGET SOUND ENERGY INC,53035091701.00,47.62631,-122.60915
62765,5YJ3E1EBBJ,YAKIMA,SELAH,WA,98942,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,221259888,PACIFICORP,53077003200.00,46.65405,-120.53145
62774,YV4H60DL2N,THURSTON,OLYMPIA,WA,98502,2022,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,258246019,PUGET SOUND ENERGY INC,53067012002.00,47.03779,-122.92333
62792,1G1RB6E45E,CLARK,CAMAS,WA,98607,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,18,244836945,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011041500.00,45.58694,-122.40199
62842,JTDKARFPXK,SNOHOMISH,MONROE,WA,98272,2019,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,39,135061524,PUGET SOUND ENERGY INC,53061052204.00,47.85260,-121.98087
62848,JN1AF0BA8R,KING,ALGONA,WA,98001,2024,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,30,271850393,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030901.00,47.30740,-122.23035
62856,W1N9M1DB1N,THURSTON,OLYMPIA,WA,98516,2022,MERCEDES-BENZ,EQB-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265504340,PUGET SOUND ENERGY INC,53067012224.00,47.08149,-122.75103
62874,W1NWM0AB6S,KING,MEDINA,WA,98039,2025,MERCEDES-BENZ,G-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,274169031,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200.00,47.61613,-122.23892
62886,1C4RJYE69N,CLARK,CAMAS,WA,98607,2022,JEEP,GRAND CHEROKEE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,18,262441707,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609.00,45.58694,-122.40199
62918,1GYKPPRK7R,KING,SEATAC,WA,98188,2024,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,272648855,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100.00,47.43473,-122.29179
62924,KMHM24AC1P,KING,SEATTLE,WA,98109,2023,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,252370331,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.00,47.63824,-122.35022
62930,KNDCD3LD9K,KING,SEATAC,WA,98188,2019,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,33,319407623,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028403.00,47.43473,-122.29179
62936,3MW5P9J05M,BENTON,WEST RICHLAND,WA,99353,2021,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,20,0,8,168757025,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010708.00,46.29696,-119.33836
62963,YSMFG3KA7R,KING,SEATTLE,WA,98112,2024,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,252425757,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200.00,47.64085,-122.30207
62973,KNDC34LBXP,SNOHOMISH,BOTHELL,WA,98012,2023,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,260284020,PUGET SOUND ENERGY INC,53061052107.00,47.83448,-122.21061
62994,WBAJB1C59J,CLARK,BATTLE GROUND,WA,98604,2018,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,54950,18,6364858,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505.00,45.78092,-122.53310
63003,1G1FW6S09K,KING,SEATTLE,WA,98133,2019,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,46,238606112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602.00,47.71871,-122.35029
63007,JTMEB3FV6P,KING,SAMMAMISH,WA,98074,2023,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,45,244348212,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.00,47.60326,-122.02054
63043,7FCEHEB7XP,KING,KENT,WA,98032,2023,RIVIAN,EDV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,253761777,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206.00,47.38070,-122.23741
63045,3FMTK4SE3N,KING,FEDERAL WAY,WA,98003,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,30,209869705,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102.00,47.30151,-122.33030
63078,KM8KM4DEXR,KING,SEATTLE,WA,98118,2024,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,37,274064591,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010301.00,47.55115,-122.26680
63131,WBY43AW04P,KING,BELLEVUE,WA,98008,2023,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,236395890,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901.00,47.63131,-122.11867
63135,WP1AC2XA9S,CLARK,VANCOUVER,WA,98683,2025,PORSCHE,MACAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,280860415,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310.00,45.60365,-122.49212
63138,3FMTK3R4XP,KING,KENT,WA,98031,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,271724715,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406.00,47.41185,-122.17743
63162,JHMZC5F12L,KING,MAPLE VALLEY,WA,98038,2020,HONDA,CLARITY,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,5,219174546,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.00,47.39394,-122.04526
63167,JHMCR5F75E,CLARK,VANCOUVER,WA,98686,2014,HONDA,ACCORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,13,0,49,271054122,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040411.00,45.71668,-122.62731
63202,KM8KNDA87S,KING,AUBURN,WA,98092,2025,HYUNDAI,IONIQ 5 N,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,276877086,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031207.00,47.31990,-122.18210
63218,W1N9M0KB9R,KING,SAMMAMISH,WA,98075,2024,MERCEDES-BENZ,EQB-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,271402589,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.00,47.61344,-122.03539
63220,JM3KJEHA4S,KING,KENT,WA,98031,2025,MAZDA,CX-70,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,33,270281308,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207.00,47.41185,-122.17743
63232,WA1F2BFYXN,KING,REDMOND,WA,98052,2022,AUDI,Q5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,45,180156504,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.00,47.67858,-122.13158
63245,WVGUNPE20M,KING,SEATTLE,WA,98112,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,195674629,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200.00,47.64085,-122.30207
63247,1GKB0NDE6S,CLARK,RIDGEFIELD,WA,98642,2025,GMC,HUMMER EV SUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,276894586,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412.00,45.81539,-122.74595
63249,YV4H60DWXP,KITSAP,PORT ORCHARD,WA,98366,2023,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,26,218708780,PUGET SOUND ENERGY INC,53035092704.00,47.54103,-122.63847
63255,5YJXCDE28G,KING,KENT,WA,98031,2016,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,33,228682037,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305.00,47.41185,-122.17743
63271,W1KCG2DB7P,THURSTON,OLYMPIA,WA,98503,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,2,274251050,PUGET SOUND ENERGY INC,53067011500.00,47.04437,-122.82324
63277,7JDE23KL5S,KING,SEATTLE,WA,98112,2025,VOLVO,EX90,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,278055529,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200.00,47.64085,-122.30207
63279,WB533CF00S,KING,SAMMAMISH,WA,98074,2025,BMW,IX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,276206626,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225.00,47.60326,-122.02054
63287,5YJSA1ACXD,KING,SAMMAMISH,WA,98074,2013,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,240729520,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225.00,47.60326,-122.02054
63311,WBY8P2C54K,THURSTON,OLYMPIA,WA,98501,2019,BMW,I3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,22,193907332,PUGET SOUND ENERGY INC,53067010300.00,47.03954,-122.89165
63338,WA1LAAGE4N,KING,SEATTLE,WA,98199,2022,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,253786921,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.00,47.65908,-122.40092
63351,3FA6P0SU8L,KING,RENTON,WA,98056,2020,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,11,205706882,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202.00,47.50006,-122.18050
63354,WA142BFZ5P,KING,SEATTLE,WA,98144,2023,AUDI,Q4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,37,226117895,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010002.00,47.57874,-122.30866
63356,3FMTK3S53R,GRAYS HARBOR,MCCLEARY,WA,98557,2024,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,24,272871189,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000600.00,47.04946,-123.26405
63380,1FTBW3XK7P,KING,SEATTLE,WA,98134,2023,FORD,TRANSIT,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,11,237921358,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.00,47.58616,-122.32741
63396,5YJXCBE28K,KING,CLYDE HILL,WA,98004,2019,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,48,477215826,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100.00,47.61001,-122.18720
63433,WA1F2AFY9N,SNOHOMISH,BOTHELL,WA,98021,2022,AUDI,Q5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,1,203060714,PUGET SOUND ENERGY INC,53061051918.00,47.80310,-122.18384
63444,7YAKRDDC9S,ISLAND,CLINTON,WA,98236,2025,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,10,276478107,PUGET SOUND ENERGY INC,53029971800.00,47.97960,-122.35803
63465,WMZ23BS05N,KING,KENMORE,WA,98028,2022,MINI,COUNTRYMAN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,17,0,46,187428237,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600.00,47.75892,-122.24369
63470,WP1AE2AY3M,KING,REDMOND,WA,98052,2021,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,16,0,48,161406213,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.00,47.67858,-122.13158
63472,WA1M2BFZ1P,KING,SEATTLE,WA,98119,2023,AUDI,Q4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,256144906,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902.00,47.64586,-122.36840
63498,3FA6P0SU3F,KITSAP,KINGSTON,WA,98346,2015,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,23,254339487,PUGET SOUND ENERGY INC,53035090102.00,47.79802,-122.49770
63509,WA1E2AFY2P,KING,BELLEVUE,WA,98005,2023,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,41,256171338,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.00,47.64441,-122.16210
63510,4JGFB4GB6R,KING,SEATTLE,WA,98121,2024,MERCEDES-BENZ,GLE-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,48,0,36,258917452,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.00,47.61578,-122.34468
63516,1V2CRPE82R,KING,SEATTLE,WA,98112,2024,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,37,277341340,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.00,47.64085,-122.30207
63570,1G6RR1E45E,KING,LAKE FOREST PARK,WA,98155,2014,CADILLAC,ELR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,46,202413781,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500.00,47.75781,-122.31750
