,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
63580,JTJABABB8R,SKAGIT,SEDRO-WOOLLEY,WA,98284,2024,LEXUS,RZ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,39,272389554,PUGET SOUND ENERGY INC,53057951400.00,48.50858,-122.23857
63637,1GYKPNRL5S,KING,SEATTLE,WA,98121,2025,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,275315477,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.00,47.61578,-122.34468
63660,3GN7DRRR4R,WHATCOM,BELLINGHAM,WA,98229,2024,CHEVROLET,EQUINOX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,40,271633043,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000805.00,48.74490,-122.45486
63663,KNDC34LB7N,KING,KENT,WA,98031,2022,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,202381644,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405.00,47.41185,-122.17743
63677,WP0AD2A74G,KING,MAPLE VALLEY,WA,98038,2016,PORSCHE,PANAMERA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,15,0,5,195764033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006.00,47.39394,-122.04526
63718,KNDCD3LD2L,KING,SEATTLE,WA,98107,2020,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,36,251420767,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.00,47.67597,-122.38591
63727,YV4H60CL5N,CLARK,RIDGEFIELD,WA,98642,2022,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,18,207536661,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403.00,45.81539,-122.74595
63742,KMUKCDTC2P,KING,SAMMAMISH,WA,98074,2023,GENESIS,GV60,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,255328279,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.00,47.60326,-122.02054
63744,1G1RE6E44D,KITSAP,PORT ORCHARD,WA,98366,2013,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,26,172981616,PUGET SOUND ENERGY INC,53035092200.00,47.54103,-122.63847
63777,KNDJX3AE0H,KING,KENT,WA,98032,2017,KIA,SOUL,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,33,293046204,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029102.00,47.38070,-122.23741
63784,3MW5P9J02M,PIERCE,FOX ISLAND,WA,98333,2021,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,20,0,26,172770629,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072410.00,47.27375,-122.65107
63786,ZASPATCWXR,YAKIMA,YAKIMA,WA,98902,2024,ALFA ROMEO,TONALE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,15,278126985,PACIFICORP,53077001100.00,46.59751,-120.52041
63898,5YJXCAE27M,PIERCE,BONNEY LAKE,WA,98391,2021,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,31,195968160,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070309.00,47.19175,-122.17144
63906,KMHC75LH2K,KING,SEATTLE,WA,98144,2019,HYUNDAI,IONIQ,BATTERY ELECTRIC VEHICLE (BEV),Not eligible due to low battery range,29,0,37,109693475,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.00,47.57874,-122.30866
63935,WA14CBGE5R,KING,NORMANDY PARK,WA,98166,2024,AUDI,SQ8,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,273712064,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.00,47.46593,-122.34134
63952,WA15ABGE0R,PIERCE,GIG HARBOR,WA,98332,2024,AUDI,Q8,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,26,245729984,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506.00,47.34235,-122.58964
63968,KM8K33AG3N,KING,LAKE FOREST PARK,WA,98155,2022,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,275093122,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.00,47.75781,-122.31750
63969,50EA1TEA5R,KING,BELLEVUE,WA,98004,2024,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,267651254,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.00,47.61001,-122.18720
64013,WP0AA2Y17M,SNOHOMISH,MONROE,WA,98272,2021,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,39,166745204,PUGET SOUND ENERGY INC,53061052203.00,47.85260,-121.98087
64014,JTJABABB3R,KING,BELLEVUE,WA,98008,2024,LEXUS,RZ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,273632299,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.00,47.63131,-122.11867
64019,YV4BR0DZ8N,KING,KENT,WA,98031,2022,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,33,195179358,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207.00,47.41185,-122.17743
64039,YV4BR0DK0L,THURSTON,OLYMPIA,WA,98502,2020,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,35,271126593,NO KNOWN ELECTRIC UTILITY SERVICE,53067011902.00,47.03779,-122.92333
64050,KMHC05LH1K,KING,SEATTLE,WA,98112,2019,HYUNDAI,IONIQ,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,124,0,37,217311244,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.00,47.64085,-122.30207
64107,WVWKP7AU1F,KING,BELLEVUE,WA,98008,2015,VOLKSWAGEN,E-GOLF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,48,176161772,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.00,47.63131,-122.11867
64113,WA1VABGE0M,CLARK,WASHOUGAL,WA,98671,2021,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,18,214826622,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040510.00,45.57923,-122.35341
64173,W1KCG4EB6N,CLARK,CAMAS,WA,98607,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,219267835,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040608.00,45.58694,-122.40199
64175,JN8BF0BE8S,KITSAP,BAINBRIDGE ISLAND,WA,98110,2025,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,279347022,PUGET SOUND ENERGY INC,53035091002.00,47.62728,-122.52100
64255,1FMCU0EZ8N,THURSTON,OLYMPIA,WA,98506,2022,FORD,ESCAPE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,195305568,PUGET SOUND ENERGY INC,53067010200.00,47.05997,-122.87741
64261,3FMTK3SU8S,YAKIMA,YAKIMA,WA,98902,2025,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,14,280416272,PACIFICORP,53077000800.00,46.59751,-120.52041
64265,KMHC65LD8K,KING,SAMMAMISH,WA,98074,2019,HYUNDAI,IONIQ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,29,0,45,199112721,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.00,47.60326,-122.02054
64285,3MW5P9J00N,KING,ISSAQUAH,WA,98029,2022,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,22,0,5,212137152,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.00,47.54748,-122.00292
64324,YV4H60JB8S,KING,SEATTLE,WA,98119,2025,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,36,278088345,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902.00,47.64586,-122.36840
64329,KM8KM4AE9P,CLARK,VANCOUVER,WA,98662,2023,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,49,269621614,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041203.00,45.64251,-122.57722
64342,JN1CF0BBXP,WHATCOM,SEDRO WOOLLEY,WA,98284,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,40,265225376,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000807.00,48.50858,-122.23857
64366,KNDC34LA6P,KING,SEATTLE,WA,98199,2023,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,262813533,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801.00,47.65908,-122.40092
64379,WBA8E1C51H,KING,SEATTLE,WA,98119,2017,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,44100,36,211539163,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000.00,47.64586,-122.36840
64381,WBY7Z8C52J,KING,BELLEVUE,WA,98004,2018,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,41,169379556,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.00,47.61001,-122.18720
64392,WP0AC2Y16S,KING,SEATTLE,WA,98109,2025,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,274485284,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.00,47.63824,-122.35022
64410,1G1RE6E40E,KING,SHORELINE,WA,98155,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,32,182230975,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401.00,47.75781,-122.31750
64423,5YJSA1AC9D,KING,KENMORE,WA,98028,2013,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,103818417,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701.00,47.75892,-122.24369
64445,KM8KM4AE9N,KING,KENT,WA,98032,2022,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,262152495,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029004.00,47.38070,-122.23741
64473,YV4ED3GL0P,KING,SEATTLE,WA,98144,2023,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,37,270146327,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.00,47.57874,-122.30866
64475,1GYKPPRL7P,CLARK,VANCOUVER,WA,98683,2023,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,278503599,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325.00,45.60365,-122.49212
64528,JN8DF0BFXS,KITSAP,BREMERTON,WA,98312,2025,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,35,280851511,PUGET SOUND ENERGY INC,53035080900.00,47.57192,-122.65223
64581,WDDVP9AB9G,KING,LAKE FOREST PARK,WA,98155,2016,MERCEDES-BENZ,B-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,46,132623123,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.00,47.75781,-122.31750
64586,1G6RM1E41E,KING,SEATTLE,WA,98109,2014,CADILLAC,ELR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,36,195790724,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000.00,47.63824,-122.35022
64591,1G6RL1E4XE,KING,SEATTLE,WA,98117,2014,CADILLAC,ELR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,36,227337064,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.00,47.70044,-122.38418
64601,JN1AF0BAXR,PIERCE,UNIVERSITY PLACE,WA,98467,2024,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,28,272404212,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072314.00,47.20761,-122.53787
64603,WA1LAAGE2M,PIERCE,TACOMA,WA,98409,2021,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,29,141966583,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062600.00,47.21980,-122.47913
64605,KM8K53AG4N,KING,SAMMAMISH,WA,98074,2022,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,175600953,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.00,47.60326,-122.02054
64619,YV4H60DP6R,THURSTON,LACEY,WA,98516,2024,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,263252748,PUGET SOUND ENERGY INC,53067012226.00,47.08149,-122.75103
64644,WP0BC2Y19M,KING,BURIEN,WA,98166,2021,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,205726314,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.00,47.46593,-122.34134
64648,WBY8P8C56K,KING,SEATTLE,WA,98119,2019,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,36,182516519,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000.00,47.64586,-122.36840
64649,WA1M2BFZ1N,KING,SEATTLE,WA,98125,2022,AUDI,Q4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,219320013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000.00,47.72656,-122.30253
64655,50EA1TEAXP,WHATCOM,LYNDEN,WA,98264,2023,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,42,244822777,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010301.00,48.94290,-122.45079
64657,KM8K23AG1L,KING,SEATTLE,WA,98107,2020,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,36,125895283,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.00,47.67597,-122.38591
64670,3FMTK3RM3M,KING,DUVALL,WA,98019,2021,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,177914096,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.00,47.74068,-121.98609
64728,7JRH60FJ3R,KING,COVINGTON,WA,98042,2024,VOLVO,S60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,47,271655877,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032007.00,47.33778,-122.09124
64743,WP0AD2A76G,SNOHOMISH,STANWOOD,WA,98292,2016,PORSCHE,PANAMERA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,15,0,10,222155132,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302.00,48.24159,-122.37265
64760,WA11AAGE4P,KING,SAMMAMISH,WA,98074,2023,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,220326963,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316.00,47.60326,-122.02054
64762,3FMTK3RM7N,MASON,SHELTON,WA,98584,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,35,272476851,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960500.00,47.21248,-123.10565
64791,3GPKHZRJ7S,KING,KENT,WA,98031,2025,HONDA,PROLOGUE,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,279120306,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029506.00,47.41185,-122.17743
64802,7PDSGBBAXP,KING,SAMMAMISH,WA,98075,2023,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,260622225,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.00,47.61344,-122.03539
64834,5YJXCBE42M,THURSTON,YELM,WA,98597,2021,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,2,137166767,PUGET SOUND ENERGY INC,53067012510.00,46.94239,-122.60735
64848,SALWR2RY9L,YAKIMA,YAKIMA,WA,98908,2020,LAND ROVER,RANGE ROVER SPORT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,14,100485906,PACIFICORP,53077000401.00,46.59817,-120.60199
64893,1GYKPRRL4R,SNOHOMISH,BOTHELL,WA,98012,2024,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,44,269824460,PUGET SOUND ENERGY INC,53061052007.00,47.83448,-122.21061
64896,1GC10VEL6R,KING,SEATAC,WA,98188,2024,CHEVROLET,SILVERADO,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,261526415,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028403.00,47.43473,-122.29179
64953,1FMCU0E18S,THURSTON,LACEY,WA,98503,2025,FORD,ESCAPE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,2,274962152,PUGET SOUND ENERGY INC,53067011628.00,47.04437,-122.82324
65046,WAUDJBFW5R,KING,MERCER ISLAND,WA,98040,2024,AUDI,E-TRON GT,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,271396317,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302.00,47.57816,-122.21238
65071,W1KEG2BB0P,KING,REDMOND,WA,98052,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,245704840,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.00,47.67858,-122.13158
65075,YV4H60DM1R,KING,SAMMAMISH,WA,98074,2024,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,41,262973084,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.00,47.60326,-122.02054
65104,KNDCD3LD6J,KING,BELLEVUE,WA,98008,2018,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,48,474317343,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.00,47.63131,-122.11867
65113,KMUKEDSB4S,KING,SEATTLE,WA,98112,2025,GENESIS,GV60,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,276362495,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.00,47.64085,-122.30207
65125,WP0AB2Y10N,SNOHOMISH,WOODWAY,WA,98020,2022,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,228254176,PUGET SOUND ENERGY INC,53061050600.00,47.81116,-122.37689
65141,3GN7DLRR7S,KING,SEATAC,WA,98188,2025,CHEVROLET,EQUINOX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,277580572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028403.00,47.43473,-122.29179
65159,WP1AE2A23G,KITSAP,BREMERTON,WA,98310,2016,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,0,23,116862070,PUGET SOUND ENERGY INC,53035080102.00,47.57520,-122.61136
65161,7FCEHDB73N,KING,KENT,WA,98032,2022,RIVIAN,EDV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,216724161,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206.00,47.38070,-122.23741
65174,7FCTGCAA9R,KING,SEATTLE,WA,98199,2024,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,272026163,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.00,47.65908,-122.40092
65182,JTJKKCFZ6S,CLARK,VANCOUVER,WA,98663,2025,LEXUS,NX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,49,267529013,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042500.00,45.65675,-122.64695
65198,KNDCC3LD0N,JEFFERSON,PORT TOWNSEND,WA,98368,2022,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,24,185375284,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.00,48.12120,-122.77263
65245,SAL1L9E42S,KING,SEATTLE,WA,98178,2025,LAND ROVER,RANGE ROVER SPORT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,60,0,37,276306243,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026101.00,47.49461,-122.23825
65259,3FMTK1R4XR,KING,SEATTLE,WA,98107,2024,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,271860571,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004701.00,47.67597,-122.38591
65276,1V2JSPE81S,KING,SAMMAMISH,WA,98075,2025,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,278555952,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.00,47.61344,-122.03539
65283,YV4BR00Z1N,KING,SEATTLE,WA,98112,2022,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,43,275679855,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200.00,47.64085,-122.30207
65294,WBA7W4C05L,KING,BELLEVUE,WA,98004,2020,BMW,745E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,16,0,41,8919494,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.00,47.61001,-122.18720
65331,50EA1GBA4N,KING,SEATTLE,WA,98199,2022,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,258894660,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801.00,47.65908,-122.40092
65338,KNDCT3L1XR,SNOHOMISH,BOTHELL,WA,98021,2024,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,265617859,PUGET SOUND ENERGY INC,53061051926.00,47.80310,-122.18384
65342,1N4AZ1BV2M,JEFFERSON,PORT TOWNSEND,WA,98368,2021,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,24,244467667,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604.00,48.12120,-122.77263
65363,WAUSPBFF1G,KING,SEATTLE,WA,98102,2016,AUDI,A3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,16,0,43,132578512,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100.00,47.63433,-122.32427
65392,3FMTK3RM2P,JEFFERSON,PORT LUDLOW,WA,98365,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,24,267645381,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950301.00,47.92989,-122.68475
65418,WP1AE2AY7S,KING,SAMMAMISH,WA,98074,2025,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,29,0,45,276786317,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.00,47.60326,-122.02054
65429,KL8CK6S0XF,SPOKANE,SPOKANE,WA,99201,2015,CHEVROLET,SPARK,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,3,123981028,MODERN ELECTRIC WATER COMPANY,53063002300.00,47.65726,-117.41162
